CustomerID,Gender,Age,Region,ProductCategory,PurchaseAmount,LoyaltyLevel,PaymentMethod,Returned,SatisfactionScore,Extra_0,Extra_1
CUST1263,Male,64,Central,Sports,825.95,Platinum,Online,0,4,-1.2784199223571482,0.5674887211299786
CUST1264,Male,47,West,Electronics,949.97,Gold,Online,0,4,2.3380114042063296,-1.0337348667080686
CUST1265,Female,60,Central,Groceries,867.68,Silver,Cash,0,2,-0.23596991504609993,-0.32010047635008365
CUST1266,Female,65,East,Beauty,1048.15,Gold,Card,0,5,0.11026751858465678,-2.4050695499102095
CUST1267,Female,34,North,Groceries,14.1,Gold,Online,0,8,0.6167610931729804,-1.3680741085319892
CUST1268,Male,43,East,Sports,155.91,Platinum,Cash,0,7,-0.6365053626495294,-1.1064745561139018
CUST1269,Male,53,East,Beauty,1304.07,Gold,Online,1,7,0.05692642087077602,0.10175105077163865
CUST1270,Female,18,South,Home,1024.21,Silver,Online,0,6,-0.6771902376532944,0.33340901239271253
CUST1271,Female,25,South,Electronics,173.83,Gold,Card,0,3,0.4155507414742308,-0.05605556594019711
CUST1272,Female,66,South,Sports,1263.9,Silver,Card,0,5,-0.2760226485555694,-0.38259338288737815
CUST1273,Female,52,South,Clothing,367.14,Silver,Online,0,1,0.2687185273046684,-0.37910174834874727
CUST1274,Male,69,Central,Clothing,720.0,Platinum,Cash,0,7,-1.0465373464856016,0.7160457490404942
CUST1275,Female,32,West,Electronics,222.07,Bronze,Card,1,9,-0.8289164340062056,0.2128198468830529
CUST1276,Male,64,North,Home,1066.61,Bronze,Online,0,1,-1.365140676856802,-0.33394559630536247
CUST1277,Female,39,East,Sports,1001.95,Platinum,Card,0,2,-0.7105300793262077,1.2932994952412589
CUST1278,Male,31,Central,Groceries,320.61,Gold,Card,0,3,-2.57352424369814,1.9499750409961005
CUST1279,Female,43,North,Electronics,1295.78,Platinum,Card,0,3,-0.3071002056878268,-1.2457424502336703
CUST1280,Female,45,Central,Home,604.95,Silver,Online,0,8,-0.5342402719629263,0.5225100702105114
CUST1281,Female,40,Central,Groceries,442.31,Bronze,Cash,0,7,0.15091096362506948,3.089889607686385
CUST1282,Female,31,East,Clothing,232.73,Platinum,Cash,0,6,0.044607724434289384,0.28020554105019435
CUST1283,Male,41,West,Clothing,402.92,Gold,Cash,0,10,1.2570797684810704,0.11544263616427654
CUST1284,Female,19,South,Groceries,37.93,Platinum,Card,0,10,2.5943101847741112,-0.055733939893613596
CUST1285,Male,62,West,Electronics,876.97,Bronze,Online,0,4,1.1375390131506349,0.4901815174907414
CUST1286,Male,43,East,Clothing,1264.13,Platinum,Card,0,9,-0.45310758937508794,0.7548991665498829
CUST1287,Male,31,East,Sports,825.73,Platinum,Cash,0,1,-0.49339074970988994,-1.2447668741691826
CUST1288,Male,68,East,Beauty,332.81,Bronze,Cash,0,2,0.8686630423557151,-0.026483628288828647
CUST1289,Female,24,North,Groceries,55.34,Silver,Online,0,4,-1.6833446945728323,-2.2694978644974095
CUST1290,Male,20,West,Groceries,325.87,Silver,Card,0,3,-0.31520292616347895,-0.20931661662150006
CUST1291,Male,64,West,Clothing,627.1,Bronze,Cash,0,1,-0.23815293504385798,-0.9026885938220728
CUST1292,Male,40,Central,Electronics,1140.62,Platinum,Online,0,5,0.5841314848188115,0.33917757913548424
CUST1293,Female,63,Central,Sports,285.83,Bronze,Card,0,7,0.6138663461407804,-1.6563805271410257
CUST1294,Female,60,Central,Electronics,1081.09,Silver,Card,0,2,-0.7445605403930292,-0.5123173104590948
CUST1295,Female,64,East,Home,1301.07,Gold,Cash,0,5,-0.414372661705184,0.9665442505206122
CUST1296,Female,62,West,Home,683.65,Platinum,Cash,0,6,0.44510425483270666,-0.6763331514442502
CUST1297,Male,35,East,Beauty,1233.04,Silver,Card,0,7,-0.7989206559187648,-1.904935777417886
CUST1298,Male,55,North,Clothing,834.21,Platinum,Card,0,1,1.206118434774283,0.2575331531289845
CUST1299,Female,52,Central,Clothing,957.45,Bronze,Cash,0,7,0.609175233440241,-0.5865289930926361
CUST1300,Male,68,East,Clothing,791.79,Gold,Card,0,4,0.1715095481948434,-0.18588543607289654
CUST1301,Male,32,East,Beauty,697.44,Bronze,Cash,0,8,0.3909405982809195,-0.7298695864625924
CUST1302,Male,42,North,Home,355.81,Gold,Card,0,4,-0.4668906169407998,1.974396744480029
CUST1303,Female,54,South,Electronics,458.28,Platinum,Cash,0,6,-0.6262914221876187,-1.5580727358535134
CUST1304,Female,45,West,Beauty,438.51,Platinum,Online,0,9,-0.42472221613872096,2.8334956118942727
CUST1305,Male,27,South,Beauty,847.12,Bronze,Cash,0,5,0.4999666922598495,-0.39063653075135196
CUST1306,Female,56,Central,Electronics,184.33,Gold,Cash,0,4,0.20101498070865345,0.1834465762181352
CUST1307,Female,34,East,Clothing,1375.6,Gold,Online,0,8,-0.42271445969271,-0.5747964176044837
CUST1308,Female,56,North,Sports,1082.38,Platinum,Card,0,9,0.7495817433076553,-0.6166335598554541
CUST1309,Female,39,North,Electronics,605.16,Bronze,Online,0,4,-0.17394642233615382,-0.7848299034326331
CUST1310,Female,43,West,Home,242.14,Gold,Cash,0,3,-0.693310745589168,0.6012579620436356
CUST1311,Male,61,South,Groceries,1323.58,Platinum,Card,0,8,0.2543415092985207,-1.4107996936270562
CUST1312,Female,42,West,Groceries,1236.55,Silver,Online,0,5,-1.0130295116228378,0.3641085442426688
CUST1313,Male,34,East,Beauty,1083.97,Bronze,Card,0,2,-1.6872237499357012,-2.184492735051809
CUST1314,Male,30,West,Groceries,410.96,Silver,Card,0,10,-0.005104575565263934,0.2735287711417637
CUST1315,Female,37,North,Sports,606.66,Bronze,Online,0,9,-0.6574137937108836,0.8491426059321912
CUST1316,Male,42,North,Clothing,158.61,Platinum,Card,0,3,-0.25415435266984954,-1.2745191073073694
CUST1317,Male,21,Central,Home,287.61,Gold,Online,0,2,-0.9667329181444497,0.6787426017187439
CUST1318,Male,27,Central,Sports,1175.61,Gold,Cash,0,1,1.20893213970257,0.05138541062432149
CUST1319,Female,20,East,Home,1073.98,Gold,Card,0,8,-0.6614927439281383,1.5984264553578396
CUST1320,Female,58,South,Home,892.26,Bronze,Cash,0,3,-0.4319993781708099,-0.8552063823110898
CUST1321,Male,62,West,Clothing,1344.11,Platinum,Cash,0,7,0.37788326758323426,2.81598590372273
CUST1322,Female,35,East,Beauty,876.98,Silver,Card,0,1,-1.376614298322683,-2.3907821543252377
CUST1323,Female,64,Central,Groceries,703.12,Platinum,Online,0,1,-1.4505497732487043,-0.3295038006361257
CUST1324,Female,53,West,Clothing,513.85,Silver,Card,0,9,0.3809528356934129,-1.6985697106229332
CUST1325,Female,64,Central,Sports,1410.97,Bronze,Cash,0,8,-0.44494763046216945,1.8510541768497661
CUST1326,Male,39,West,Beauty,128.66,Bronze,Cash,0,3,-0.9014951068941558,-0.2617009938158365
CUST1327,Male,51,South,Sports,1396.68,Silver,Online,0,6,0.6033731729473202,-0.17168507736928265
CUST1328,Female,64,East,Beauty,1240.94,Silver,Card,0,3,-0.811921659107993,0.44323809808521286
CUST1329,Female,25,West,Sports,199.25,Silver,Cash,0,4,-0.2745122995489245,-0.00480518632728754
CUST1330,Male,57,North,Clothing,849.65,Platinum,Cash,0,1,-0.8961304679725128,-0.5937615564013348
CUST1331,Male,66,North,Beauty,1300.49,Silver,Cash,0,5,0.3034371862498239,-1.2566472506290483
CUST1332,Female,61,West,Beauty,859.85,Bronze,Online,0,1,1.332076192716774,0.16851340233342924
CUST1333,Male,36,West,Home,1361.26,Bronze,Cash,0,1,-1.8610399293321147,0.3788336326894784
CUST1334,Female,59,West,Home,1414.76,Gold,Cash,0,10,0.1126576887506457,0.6953772364017292
CUST1335,Female,58,North,Electronics,636.46,Silver,Card,0,7,0.8565884418863505,1.9127268503065222
CUST1336,Male,54,North,Sports,569.08,Platinum,Card,0,6,-0.4214777473057731,-2.173768904413992
CUST1337,Male,23,West,Home,1404.8,Platinum,Cash,0,2,-1.1310423742958853,-0.06771719735270462
CUST1338,Female,69,Central,Electronics,1014.33,Platinum,Cash,1,2,0.4209635271274037,1.1917378358214277
CUST1339,Female,43,Central,Home,178.45,Gold,Card,0,7,1.0016535033771001,-0.12452242443886458
CUST1340,Male,51,South,Sports,68.23,Bronze,Online,0,1,0.8905221776454686,-2.33817245369327
CUST1341,Female,62,East,Beauty,849.12,Platinum,Online,0,2,0.36590933791482744,-1.2910395748499208
CUST1342,Male,23,Central,Groceries,1395.61,Bronze,Online,0,8,0.09791373760864185,0.3285698496773193
CUST1343,Female,54,North,Sports,1267.15,Gold,Online,1,6,-0.8990125553843011,0.2921972948833408
CUST1344,Male,50,Central,Clothing,1015.39,Silver,Online,0,2,0.865244950343942,0.6725196983410208
CUST1345,Male,39,South,Home,212.98,Silver,Online,0,7,0.8099568133525075,-0.7810089435481842
CUST1346,Male,38,South,Home,385.08,Silver,Online,0,4,-1.138058318655267,0.2598832349192977
CUST1347,Female,23,East,Beauty,1313.89,Platinum,Online,1,2,0.36447972784649113,-0.9458633078963248
CUST1348,Female,23,Central,Clothing,278.3,Silver,Card,0,6,0.6528238755197853,0.2599579936436911
CUST1349,Male,65,North,Beauty,421.27,Platinum,Online,0,9,0.8821137720755067,0.053212197103539735
CUST1350,Female,21,North,Clothing,198.75,Gold,Online,0,9,-0.07498961912722062,-0.8208600201629043
CUST1351,Male,47,West,Groceries,1015.78,Gold,Online,0,8,-0.857567574146144,1.558183630762687
CUST1352,Male,28,North,Home,1416.25,Platinum,Cash,0,3,-0.5021161798640451,-1.705635950162387
CUST1353,Female,47,East,Home,407.11,Bronze,Card,0,3,-1.0072498584559615,-0.14162098301052742
CUST1354,Female,48,East,Groceries,715.73,Silver,Card,0,2,-0.05106066511498226,-0.8429055643243101
CUST1355,Male,41,North,Electronics,953.34,Silver,Card,0,5,-0.24688539656869044,1.8342020358562743
CUST1356,Female,26,North,Beauty,1499.2,Silver,Online,0,4,2.145036420768707,0.5983980076204188
CUST1357,Female,20,West,Groceries,161.69,Platinum,Online,0,7,0.8946771424381318,-0.6493103753703896
CUST1358,Male,68,North,Beauty,750.36,Gold,Cash,0,4,0.969548066889097,-0.2797152893203726
CUST1359,Male,48,West,Sports,580.75,Silver,Card,1,9,0.47135249082772884,1.861257373980529
CUST1360,Female,57,West,Home,1299.4,Gold,Online,0,2,-0.367317646668518,-0.9462756317300305
CUST1361,Male,54,North,Beauty,716.57,Silver,Card,0,6,-0.2753899588180738,-1.7644481722305585
CUST1362,Male,53,South,Clothing,170.91,Silver,Cash,0,7,-0.18386929981662062,0.2910068624638142
CUST1363,Female,41,South,Beauty,953.46,Platinum,Cash,0,4,0.18823327270113394,0.3136403674078202
CUST1364,Male,48,West,Sports,1157.32,Bronze,Cash,0,6,0.38916981022344826,0.6660345733898599
CUST1365,Male,23,North,Home,9.31,Platinum,Card,0,7,0.0007086276805219297,0.6726257608719525
CUST1366,Female,19,South,Groceries,1289.14,Silver,Online,0,4,-0.2905984773431332,1.7707056507337993
CUST1367,Female,37,North,Sports,283.1,Silver,Online,0,8,-0.5941156304879845,-1.7181374903760358
CUST1368,Male,45,North,Home,830.34,Bronze,Cash,0,9,-1.3926487577832536,-1.202803194645333
CUST1369,Male,28,North,Beauty,626.62,Gold,Online,0,1,1.2833791650466513,0.6622033339461874
CUST1370,Female,21,Central,Electronics,1080.88,Gold,Cash,0,7,2.205529568265414,-1.1056255017144403
CUST1371,Female,32,North,Electronics,559.89,Silver,Card,1,9,1.199336780928251,-1.4565879732593636
CUST1372,Female,23,Central,Clothing,1305.3,Gold,Cash,0,10,-1.2590656259307462,1.8658445522852707
CUST1373,Female,66,West,Home,1097.09,Silver,Card,0,5,0.7870165696408917,-1.6199421316642872
CUST1374,Male,47,South,Electronics,973.33,Bronze,Cash,0,2,1.0237763016208163,-0.35127203711064553
CUST1375,Female,55,South,Groceries,1195.38,Bronze,Online,0,10,-0.403437698621358,-0.05936745123140444
CUST1376,Female,68,South,Home,1132.26,Silver,Online,0,6,0.48892723963902884,1.3091366419632775
CUST1377,Male,19,South,Groceries,58.73,Bronze,Cash,0,7,-0.45630303252261956,-1.8688030582824706
CUST1378,Female,32,South,Groceries,595.13,Platinum,Online,0,2,1.5289289948137401,0.41547515150624903
CUST1379,Male,28,South,Electronics,1396.56,Platinum,Online,0,2,0.3653709222153139,-0.8903770582600778
CUST1380,Female,25,South,Home,192.96,Bronze,Online,0,10,-0.9171554913710485,0.6276112125924505
CUST1381,Female,43,West,Beauty,1106.96,Silver,Card,0,10,0.6698080980093383,-0.9068077260268592
CUST1382,Female,68,North,Sports,1462.01,Silver,Online,1,1,1.0587806734902474,1.5723062561857772
CUST1383,Male,62,East,Electronics,83.04,Bronze,Card,0,4,0.1981316511358755,-0.9009700184262551
CUST1384,Male,61,Central,Electronics,1024.88,Gold,Cash,0,7,0.4794416917432683,-2.4619797058899167
CUST1385,Female,22,East,Beauty,704.89,Platinum,Online,0,9,-0.06975342922879786,-0.7888492497413011
CUST1386,Male,23,East,Home,870.87,Gold,Online,0,3,-1.1342804531462336,-0.26130011056889496
CUST1387,Male,43,North,Home,132.59,Silver,Online,0,7,-0.1517337584205077,1.0823538731623088
CUST1388,Male,21,North,Groceries,69.3,Silver,Cash,0,7,0.5230396329635579,-1.2584148305649208
CUST1389,Male,36,North,Beauty,1001.97,Gold,Card,1,7,-0.12802686798323787,-1.2386461271140756
CUST1390,Male,37,South,Beauty,1235.85,Bronze,Card,0,2,0.800765426739591,0.9605779037089842
CUST1391,Male,50,West,Home,1174.11,Gold,Online,0,6,-0.3921815611975842,-1.375225117962206
CUST1392,Female,37,South,Groceries,817.99,Gold,Cash,0,2,-0.32659082745082735,-0.17898344139169084
CUST1393,Female,66,West,Electronics,154.3,Platinum,Cash,1,6,0.8311199979939045,-0.1586511834690122
CUST1394,Male,29,West,Clothing,1033.63,Platinum,Cash,0,10,0.22185251680304485,0.21757953634296223
CUST1395,Female,64,East,Sports,366.62,Gold,Cash,0,3,-0.4117215811555918,-0.7498482103826004
CUST1396,Female,18,East,Electronics,1367.05,Gold,Cash,0,2,1.0338053760086243,-0.9269943866745629
CUST1397,Female,43,West,Home,1258.21,Silver,Card,0,6,-0.6887357179505279,0.3348944417522922
CUST1398,Female,31,West,Sports,1065.53,Platinum,Card,0,2,-0.7269489590173489,-0.8959958531697858
CUST1399,Male,55,South,Clothing,1423.52,Platinum,Card,0,5,-2.8294488110640743,-1.3599691901191746
CUST1400,Female,54,South,Clothing,51.98,Silver,Online,0,2,-0.5539685485774473,1.2277999878516854
CUST1401,Female,28,East,Groceries,1105.62,Bronze,Cash,0,3,1.3087166789222824,0.48809538137918235
CUST1402,Male,53,North,Sports,498.71,Platinum,Online,0,3,-2.072292686172439,1.7675023957653402
CUST1403,Male,30,West,Groceries,1359.57,Platinum,Cash,0,6,-0.9519201402292174,0.7839676512169459
CUST1404,Female,60,South,Electronics,403.68,Bronze,Card,0,6,0.4390685558901699,-1.2681436516314983
CUST1405,Female,20,East,Beauty,1088.66,Platinum,Online,0,10,-2.2448667738927277,0.09636924005999573
CUST1406,Female,50,South,Beauty,1317.08,Platinum,Card,0,3,-0.5106986135097646,-1.015628254718246
CUST1407,Female,23,West,Beauty,67.28,Bronze,Cash,0,3,1.1408632156107463,-1.6516095967182838
CUST1408,Female,67,West,Sports,599.48,Bronze,Cash,0,1,2.043025801848989,-0.44719939306998346
CUST1409,Female,27,Central,Beauty,1144.65,Gold,Cash,1,7,0.2902465656670324,0.9815328752991211
CUST1410,Male,22,North,Electronics,685.1,Silver,Card,0,8,-0.9264670182411171,0.27491271078750706
CUST1411,Female,40,Central,Groceries,404.54,Silver,Cash,0,2,-0.9601287386482825,-1.390894131258771
CUST1412,Female,27,East,Sports,333.61,Bronze,Card,0,4,0.14490796933090405,-0.48234157521273674
CUST1413,Male,61,South,Groceries,201.62,Bronze,Online,0,10,0.2809633211650989,-0.1428665853419799
CUST1414,Male,19,East,Sports,1286.41,Platinum,Cash,1,7,1.857928760058249,-1.6891124539708449
CUST1415,Male,30,West,Groceries,865.16,Gold,Cash,0,8,0.970804852537203,0.7131723652486122
CUST1416,Male,57,Central,Clothing,119.2,Gold,Cash,0,1,0.08410648788849061,-0.22873502625875175
CUST1417,Female,19,Central,Groceries,576.96,Bronze,Online,0,4,-0.3352072532594187,-1.3905948609320575
CUST1418,Female,37,Central,Beauty,554.76,Platinum,Cash,0,6,3.01471170930221,-1.4471735937410677
CUST1419,Female,18,East,Clothing,276.7,Platinum,Card,0,3,0.6265947999958954,1.100663944921611
CUST1420,Female,54,West,Groceries,656.08,Silver,Card,0,5,-0.668751713577545,-0.3808130321457192
CUST1421,Female,26,South,Sports,501.49,Silver,Cash,0,10,-0.2246229235914776,1.1903520289564116
CUST1422,Female,34,South,Sports,516.0,Platinum,Cash,1,9,-0.8774547400031002,1.5721554799027153
CUST1423,Male,26,East,Sports,1109.84,Silver,Online,0,3,-2.4045495258503897,1.0224482728559243
CUST1424,Female,28,Central,Home,338.78,Bronze,Online,0,5,0.3126509912073227,-0.5334317466174908
CUST1425,Male,32,North,Electronics,964.58,Platinum,Online,0,8,1.7824542165573145,-2.4978471195672807
CUST1426,Male,41,East,Sports,858.12,Silver,Cash,0,6,-1.630557202247304,0.31299630453482846
CUST1427,Female,55,East,Clothing,854.3,Gold,Online,0,4,0.055262595879017724,2.091576369778548
CUST1428,Male,52,West,Sports,996.2,Platinum,Online,0,8,-0.7069047791375971,-0.0353900781738251
CUST1429,Female,47,South,Home,824.83,Platinum,Card,0,3,0.5215025255698525,-1.989815518799147
CUST1430,Male,48,East,Beauty,1319.49,Gold,Online,0,3,-0.17233015672456595,-0.6748784964301175
CUST1431,Female,66,East,Clothing,1014.99,Bronze,Card,0,4,-1.360054654417601,-0.18373327476680484
CUST1432,Male,22,Central,Home,822.71,Gold,Card,0,9,-0.9811037139497356,-1.0979885674197973
CUST1433,Female,61,Central,Beauty,1245.5,Platinum,Online,0,5,-0.8303005319842076,-2.563953967979889
CUST1434,Female,67,North,Clothing,911.19,Bronze,Card,1,8,1.3443182079872078,-0.09785077021512495
CUST1435,Female,31,West,Groceries,440.26,Silver,Cash,1,6,1.293259276930151,-0.7848762463576265
CUST1436,Female,28,North,Electronics,314.61,Silver,Cash,1,3,-0.31134788711269756,1.7726916608999155
CUST1437,Female,26,Central,Electronics,232.73,Silver,Online,0,8,1.2278034334513466,0.10103348798279618
CUST1438,Male,51,South,Home,1349.69,Platinum,Cash,0,9,-0.17318383939617413,0.46957889689839183
CUST1439,Male,29,Central,Beauty,1066.65,Gold,Card,0,8,-0.3266627584501871,-0.11908614349605941
CUST1440,Male,52,West,Electronics,1406.38,Bronze,Cash,1,4,0.057117840551174894,0.09373330317385331
CUST1441,Female,52,Central,Beauty,906.92,Silver,Online,0,6,0.2848252786236364,-1.6522992883621435
CUST1442,Male,18,West,Beauty,712.73,Bronze,Online,0,1,-0.5554447928650015,-1.0401663052212893
CUST1443,Female,57,West,Home,94.28,Platinum,Card,0,4,0.02186574218222265,1.0886147013193521
CUST1444,Female,39,West,Home,1009.11,Silver,Online,0,8,0.7873225056465234,0.20946196973019687
CUST1445,Male,46,West,Home,875.4,Platinum,Cash,0,1,0.12953963920604702,-0.3985069178825137
CUST1446,Male,25,West,Electronics,1485.36,Gold,Online,0,3,0.04278290212432007,0.4861712414658739
CUST1447,Female,28,South,Home,362.54,Platinum,Card,0,1,0.494180214280795,0.5058619098405933
CUST1448,Male,58,North,Electronics,798.45,Platinum,Online,0,9,0.6667060608586094,1.9908946329442072
CUST1449,Female,54,East,Home,978.18,Gold,Cash,0,2,-0.0626158186129225,0.1630663438855776
CUST1450,Female,31,North,Sports,968.66,Bronze,Card,0,9,-0.4741810570781488,-1.0625075755103008
CUST1451,Female,47,West,Beauty,844.13,Gold,Cash,0,4,0.18920330347423522,-0.11569648291566763
CUST1452,Female,52,South,Home,1166.51,Gold,Card,0,2,-1.5939637298232994,0.6075656271213766
CUST1453,Female,38,Central,Clothing,311.45,Platinum,Online,0,4,-0.21032199550385486,0.9956590114287024
CUST1454,Male,54,South,Beauty,1089.81,Bronze,Card,0,10,-2.4715599083142608,-1.6150318721278794
CUST1455,Male,22,West,Beauty,931.5,Silver,Card,1,6,-1.6757917834365006,0.2537067194918132
CUST1456,Female,36,South,Home,1344.63,Gold,Online,0,7,-1.8261858494167107,-0.8972549274981164
CUST1457,Female,31,South,Groceries,1271.56,Bronze,Cash,1,3,1.0473517424530512,-0.5666319246194422
CUST1458,Male,43,West,Home,476.14,Gold,Online,1,3,0.013981815969324855,0.8458396242433921
CUST1459,Male,21,South,Beauty,417.97,Gold,Card,0,10,-1.2620490232163346,0.7462485394318988
CUST1460,Female,42,East,Clothing,1472.57,Gold,Online,0,8,0.4910660434453565,-0.6781524611975589
CUST1461,Male,62,East,Beauty,793.26,Gold,Card,0,5,0.9886544793665183,-0.15784202104008319
CUST1462,Female,59,South,Clothing,1360.1,Platinum,Online,0,4,0.5084855561473737,-0.5360817951208534
CUST1463,Male,42,Central,Electronics,250.0,Bronze,Online,0,7,-0.1887101284925862,2.8917029899567672
CUST1464,Female,35,West,Sports,966.01,Bronze,Cash,0,7,0.23248661841936719,0.27835816644536276
CUST1465,Male,57,East,Beauty,1215.74,Bronze,Card,0,9,0.9014965331427323,-0.8394815912727899
CUST1466,Female,25,Central,Home,1421.36,Gold,Cash,0,9,-0.4692458376626558,1.3221671462211262
CUST1467,Male,56,South,Electronics,509.32,Platinum,Card,0,5,0.029866923257825532,1.357461365683299
CUST1468,Male,57,Central,Sports,1088.85,Gold,Online,0,8,-0.2571930446064312,1.791670710523534
CUST1469,Female,31,North,Home,810.53,Gold,Card,0,10,-1.6134158526524858,2.087993682510094
CUST1470,Male,49,East,Groceries,95.64,Bronze,Cash,0,1,0.9165681806443017,0.7077148828661287
CUST1471,Female,68,South,Home,1036.55,Gold,Cash,0,9,2.05727186499401,-0.349851743778128
CUST1472,Male,55,West,Clothing,1036.69,Silver,Cash,0,8,-0.8737946212411899,-0.2026167676043195
CUST1473,Female,50,South,Clothing,1396.26,Gold,Card,0,6,0.9626802348862991,-0.2920753016065431
CUST1474,Male,40,West,Groceries,748.48,Silver,Cash,0,3,-0.8419937797616007,-0.40375536717902655
CUST1475,Female,32,South,Electronics,349.23,Gold,Cash,0,3,0.1327878150770647,1.2399368072885906
CUST1476,Male,50,Central,Sports,71.62,Platinum,Cash,0,8,1.5080122737897765,0.0007209069359758764
CUST1477,Female,42,Central,Home,626.39,Platinum,Online,0,5,-0.520438985392111,0.9714218648162062
CUST1478,Male,34,Central,Clothing,456.37,Bronze,Online,0,10,-0.014686414391873468,0.6765165547809898
CUST1479,Female,50,North,Electronics,1142.83,Gold,Card,0,7,-1.8015029965080767,-1.0986549631220837
CUST1480,Female,64,West,Groceries,534.63,Silver,Card,0,5,-0.6642043439462315,-1.7171766698622837
CUST1481,Female,19,Central,Beauty,1423.86,Silver,Cash,0,8,-1.9062723220007058,-1.236662966685065
CUST1482,Male,31,North,Clothing,1443.65,Gold,Online,0,10,0.4291781198749986,-0.4267063677307888
CUST1483,Female,57,West,Groceries,933.26,Silver,Cash,0,10,0.8316375589515773,0.1343281002678751
CUST1484,Male,57,South,Home,1393.35,Platinum,Cash,1,4,-0.22163488657080457,-0.6483003273443845
CUST1485,Female,68,North,Sports,1142.48,Silver,Online,0,2,0.28588696725679236,0.7030651467411015
CUST1486,Male,56,East,Clothing,822.56,Bronze,Online,0,3,-0.3257304552504472,-0.5276851944169594
CUST1487,Female,68,North,Clothing,274.56,Platinum,Online,0,8,0.7405453658744364,0.25695743818394445
CUST1488,Male,23,North,Home,690.6,Platinum,Card,0,7,0.12946193512519885,0.11758168066188653
CUST1489,Male,23,West,Beauty,843.51,Platinum,Card,0,2,-1.9856633558035592,1.7344330917873865
CUST1490,Female,20,South,Electronics,1296.62,Gold,Cash,0,6,0.9399808180928202,-0.9752409251002728
CUST1491,Male,24,East,Sports,724.59,Gold,Card,0,9,-0.3895427945831535,2.208419091154705
CUST1492,Male,68,Central,Clothing,1347.02,Platinum,Online,0,4,-1.2703794712084044,-0.5943498527396046
CUST1493,Female,25,Central,Sports,1013.15,Gold,Online,0,9,-0.43893397234400294,-1.3400568903608094
CUST1494,Male,59,North,Clothing,209.81,Silver,Card,0,2,-1.9020696485464397,-0.2169149904265378
CUST1495,Male,69,West,Sports,1492.5,Gold,Cash,0,2,-1.2498893112390432,3.2401391486368074
CUST1496,Male,32,West,Groceries,793.21,Gold,Cash,0,9,0.14294961011538876,0.8952052350186248
CUST1497,Female,64,Central,Clothing,590.83,Platinum,Card,0,7,0.2267116863405662,0.6029641034412616
CUST1498,Male,46,East,Sports,990.38,Bronze,Cash,0,7,0.30643883425516816,0.7951868616415204
CUST1499,Female,50,South,Electronics,167.8,Bronze,Cash,0,1,0.003209867763497622,-0.7695934645023071
CUST1500,Male,69,East,Groceries,956.63,Bronze,Cash,0,6,-0.6928651234720118,0.3260443763658592
CUST1501,Male,47,South,Groceries,749.86,Silver,Online,0,7,-0.054459139460565284,0.0025023003171226327
CUST1502,Male,56,Central,Electronics,612.98,Gold,Online,0,6,-0.43720744694788527,1.8090667486444099
CUST1503,Female,44,South,Sports,1429.76,Bronze,Card,0,6,-1.625781598075184,-0.10868771658665245
CUST1504,Male,53,West,Home,786.2,Platinum,Online,0,2,-0.7724149910105881,-0.37827654457740845
CUST1505,Male,46,North,Electronics,332.58,Bronze,Cash,0,6,0.8895412311690245,-1.1647993973691224
CUST1506,Female,55,North,Sports,691.15,Bronze,Online,0,4,1.5882941520549443,0.14001448687561519
CUST1507,Male,50,Central,Electronics,1379.48,Gold,Card,0,9,0.6512750441186885,0.292951833518835
CUST1508,Female,54,West,Electronics,268.26,Gold,Online,0,1,1.5436977609924138,-1.2015881881405177
CUST1509,Female,44,East,Clothing,324.87,Gold,Cash,0,8,0.08538861013495828,0.4531636040605758
CUST1510,Male,50,West,Sports,24.48,Silver,Cash,0,5,1.7423760847025391,0.2331795237948585
CUST1511,Female,21,North,Home,26.21,Silver,Card,0,1,2.0544884403285804,1.013445759883764
CUST1512,Male,39,North,Clothing,1244.94,Bronze,Online,0,4,-1.733469498036188,1.2123681179019035
CUST1513,Female,19,West,Electronics,1099.52,Gold,Online,1,1,0.22149330713283266,0.09427929361427935
CUST1514,Female,27,West,Beauty,535.79,Bronze,Online,0,6,0.08643018908754228,-1.0363648841320956
CUST1515,Male,22,North,Electronics,1048.98,Platinum,Cash,0,2,-0.42410381558409904,-0.8306215805446449
CUST1516,Female,27,East,Electronics,595.83,Platinum,Card,0,5,0.4919155381513867,1.762127663079091
CUST1517,Female,50,Central,Sports,1429.58,Gold,Online,0,7,0.04112506864187696,0.16548939312256028
CUST1518,Female,55,Central,Sports,1450.74,Gold,Cash,0,2,-0.7354489203920433,1.7461537795510573
CUST1519,Female,30,West,Clothing,592.23,Platinum,Cash,0,6,-0.026605105036981547,0.4986048184872299
CUST1520,Female,48,Central,Home,1282.06,Gold,Cash,0,6,1.2045945793683899,0.7537356371784484
CUST1521,Male,64,North,Clothing,1160.77,Silver,Online,0,5,0.18253809688267564,0.9387236162381593
CUST1522,Female,53,North,Groceries,468.45,Silver,Online,0,5,0.6269547482561325,-1.2231388144094233
CUST1523,Male,62,West,Electronics,351.9,Gold,Online,0,3,-0.27705310027909125,0.30695075011252615
CUST1524,Female,41,West,Beauty,690.06,Platinum,Online,0,10,0.4520640101516148,-1.2369989013620626
CUST1525,Male,69,West,Electronics,1173.12,Bronze,Online,0,10,-1.2092145304831798,-0.28491234787746483
CUST1526,Male,32,East,Electronics,1440.45,Gold,Online,0,2,-0.4997204994197924,0.6401696361230503
